-3.880322828935385826e-01,6.542949289474973007e-01,1.087385670116291225e-01,-7.034008812061527394e-01,-5.528490004384281065e-01,-5.509913557857725186e-01,7.064260111874276493e-01,4.151180414814204661e-02,1.136709065922482664e-01,-3.382170940344195187e-01,-9.735666572199942470e-01,-2.288156352277649352e-01,4.800768941965429248e-01,6.120192898273893456e-02,-9.363476075162915357e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.610199874084900395e+00,1.167513735260920171e+00,9.039873572216901021e-01,9.983651193104829957e-01,1.015752860984099615e-01,8.931772136218177893e-01,2.016701143732162471e+00,1.369069699032232190e+00,4.385338209092700668e-01,-1.066663378258110306e+00,3.966877915878981309e-01,1.737080125088099392e+00,1.608168363135725309e+00,1.122091251677892476e+00,1.240855525033318862e+00
4.904366660544844936e-01,1.227455487098724873e+00,5.744224579997202484e-01,8.708467281767934276e-01,-1.340871236336811156e+00,2.003847006243956452e-01,2.232804772327769083e+00,2.387154719223631150e-01,-6.219679211931086193e-01,-1.042377016200511486e+00,-7.633364749439008889e-01,8.536690355592951862e-01,-3.059168114328174037e-01,-2.437240264105217658e-01,-9.686161526942534961e-01
7.534598891203408977e-01,1.728573807628502046e-01,1.033535710444834832e+00,1.292497725585953328e+00,-3.325224660926536790e-01,4.092621618016350493e-01,9.041730993100911551e-01,1.718685529504925036e+00,8.691996280711408729e-02,-4.923387261917845925e-01,-4.601857213567695642e-02,9.099749581040545987e-01,9.699346823833959741e-01,9.451156181704861714e-01,1.237610745285971370e-01
1.505909548336639814e+00,9.130696748172001387e-01,1.064475767964944364e+00,7.363732327139790312e-01,-3.515250665157660936e-01,3.623781075730698742e-01,1.532717668367800101e+00,1.684832692213568350e+00,4.066277078532032907e-01,-8.577739159954637094e-01,4.136156601237753194e-02,1.634506658521412081e+00,1.468313879038142922e+00,7.405565097486316306e-01,-2.674767240061579621e-01
2.434854101142827076e+00,1.265564683735833196e+00,2.091542743325453202e+00,1.608037613147052403e+00,4.579233403223804677e-01,1.946146552816129915e+00,2.757123076200859835e+00,2.731418896428312593e+00,1.061389005368360117e+00,3.022188349946542188e-02,1.320413447373952831e+00,2.323989572355344535e+00,2.177393871955187965e+00,2.387595276392731503e+00,2.226449170067137384e+00
8.518840923551536104e-01,3.822422360261002461e-01,1.434363508333427850e+00,4.832133492522799334e-01,-4.690552364831613863e-01,-2.284128440235078713e-03,1.690873406884272123e+00,1.540729674876473387e+00,-5.793071825597162494e-01,-7.082541093225008799e-01,-5.228537692582012619e-01,6.807143777234325732e-01,6.647108309431501993e-01,1.784654064980330801e-01,-6.659774621910925507e-01
6.043378835655832670e-01,-1.250202222640410810e-01,1.834171923332849952e+00,8.087264325667730125e-01,-7.177973020168095797e-01,-4.348150878386099483e-01,-4.313233985001299620e-01,1.932159201901102019e+00,6.823648214721029781e-01,8.179974185450604729e-01,-3.138597225551659903e-02,-1.225609686038240165e+00,1.742485697346698448e-01,1.506706036010845295e+00,7.193750208447426964e-01
-3.255696290640454071e-01,-4.369921447147384619e-01,-4.029431715548381643e-01,-7.170738554381501650e-01,-7.244564369391044423e-01,3.150913285106214934e-01,-1.014139588372513501e-01,-8.382499768028138787e-01,-8.442105114716726977e-01,-8.071659699402209398e-01,-5.286019263796057910e-01,3.028820931599543465e-01,-3.744498746782677356e-01,-1.225526383701347921e+00,-8.044119370019620074e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.223371190001915076e-01,8.288169005306230686e-01,-2.790559499755608242e-01,2.153837398972416051e-01,-3.495545880937340755e-01,-9.271475075572160884e-02,-2.412216059509390831e-01,-1.036985968634555499e+00,-1.480661278041494500e+00,-1.422181543248825619e+00,-1.983451925456257425e-01,-2.457704403363698553e-01,-1.485590254145542577e+00,-1.992430254312486104e+00,-2.119306534508911266e+00
7.093666869610426584e-01,9.521592387221318177e-01,1.087722931011620764e+00,3.412857707133707952e-01,5.059579700071109576e-01,-3.901633974540642535e-01,6.595018811342360232e-01,5.042762569252742244e-01,-1.493982310024548843e+00,-5.990998526136769309e-01,5.275196749411287245e-01,6.470527184846497359e-01,-9.088624061283999689e-01,-1.791745683888588569e+00,-1.691080831998948319e+00
2.239370863725604899e+00,1.032034397263495329e+00,8.875656781462618605e-01,4.438916036477513205e-01,9.930060902052766370e-01,1.337832053195925353e+00,8.990229283039472552e-01,4.444799244147932260e-01,-2.347007938491980084e-01,1.308951236453010369e-01,1.363047187634395696e+00,5.275320300077808167e-01,-6.930847732617276269e-02,-6.673046275976097785e-01,-9.271161292024933109e-01
7.161509171670294993e-01,8.121806890054077410e-01,1.294885035193249490e+00,2.513962316645669826e-01,9.267922552857016383e-01,4.339552472285525542e-01,-8.559749230743202153e-02,1.460859429696371170e-01,-1.021408196323799977e+00,-9.116466396519823379e-01,4.899714860029564245e-01,-5.869247585303288828e-01,-3.360886010659101114e-02,-1.238748753346204046e+00,-1.393736566935271703e+00
3.029338480402631317e-01,4.846866771114873296e-01,3.396043231385800776e-01,1.228843121646464309e-01,1.325092867778339401e-01,-1.022995827211389042e+00,-7.811428736606645939e-01,-6.670372950657297295e-01,-1.787249388131354477e+00,-1.025455715723946337e+00,-5.839340674696378297e-01,-9.370731462525206945e-01,-2.015510228775761359e+00,-1.852960068716322573e+00,-2.232236349384938201e+00
4.871242922688384658e-01,5.912527488041900980e-01,-2.807080323848067382e-01,-2.308361143734308507e-01,-3.174451444487400020e-01,-1.123037941276764595e+00,-8.718694692075118491e-01,-1.529657480974429440e+00,-1.994757203335996376e+00,-1.538342145525554372e+00,-6.024111303412560403e-01,-1.065592392382541442e+00,-1.882099458589828744e+00,-1.743027121949665359e+00,-1.793149839839580428e+00
6.043378835655832670e-01,-7.613385537855656138e-03,-2.170467717390180684e-01,-1.530472138049115971e-01,-7.434974693135676382e-01,-7.573740097382885006e-01,1.196593797975929574e+00,4.137169064379794814e-01,-9.712640502053956348e-01,-9.824676651298874797e-01,-9.128375394062516746e-01,-3.892394984170841066e-01,1.173644921911837002e+00,-9.949028579941804340e-02,-1.699201386917956969e+00
7.176256671644820617e-01,-7.654423305806101752e-01,-2.047141505047126997e-01,-9.202864650189486184e-01,9.449571076752738552e-01,5.209686202477482875e-02,-7.548386473424306686e-01,-9.513527457770698526e-01,-7.294642079201387741e-01,-3.155883389614307921e-01,4.031993718054125431e-01,-1.952248742122848491e-01,-4.150288326133033667e-02,-1.222011466433755356e+00,-4.953599048063702659e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.095284629470650639e-01,1.386757364631397094e+00,8.555476755472871120e-02,-3.621092205630556116e-01,1.292345397679446339e+00,1.454714475507990823e+00,1.208395407879885725e-01,-1.201493357501929760e+00,-3.040989228827599075e-02,1.753930722721373403e+00,6.545659445728014836e-01,-9.557132844360763935e-01,-7.438481400280797518e-01,-7.515969104202471218e-01,-5.451033342300229956e-01
